tenure,TotalCharges,SeniorCitizen,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,OnlineSecurity_Yes,PaperlessBilling,Churn
2,39.3,0,0,0,0,1,0,0,0,0
50,989.05,0,1,0,0,1,0,0,0,0
33,2406.1,0,0,0,1,0,0,0,1,0
31,638.55,0,0,1,0,1,0,0,0,0
9,191.1,0,0,1,0,1,0,0,0,0
54,4524.05,0,0,0,0,0,1,0,1,0
46,4664.2,0,1,0,1,0,0,1,1,0
34,3470.8,0,1,0,1,0,1,1,1,0
71,6910.3,0,0,1,1,0,1,1,1,0
63,4014.2,0,0,1,0,0,0,1,0,0
51,1288.0,0,0,1,0,1,0,0,0,0
26,2277.65,1,0,0,1,0,1,0,1,1
64,6375.8,0,0,1,1,0,0,1,1,0
1,24.8,1,0,0,0,0,1,0,1,1
61,5251.75,1,1,0,1,0,0,0,1,0
15,1505.45,0,0,0,1,0,0,0,1,0
64,6903.1,0,1,0,1,0,0,0,1,1
18,913.3,0,0,0,0,0,1,0,1,0
57,5535.8,0,1,0,1,0,1,0,1,0
14,815.55,0,0,1,0,0,0,1,1,0
18,1411.65,1,0,0,1,0,0,0,1,0
72,5602.25,1,0,1,1,0,0,1,0,0
70,8244.3,0,0,1,1,0,0,1,0,0
38,741.5,0,0,1,0,1,0,0,0,0
68,4375.8,0,0,1,0,0,0,1,0,0
13,1008.7,0,0,0,1,0,1,0,1,1
65,5968.4,1,0,1,1,0,0,1,1,0
30,3096.9,0,0,0,1,0,1,0,0,0
51,3901.25,0,0,1,0,0,0,0,1,0
31,2613.4,0,0,0,1,0,0,1,1,0
9,853.1,0,0,0,1,0,1,0,0,1
72,5661.7,0,0,1,0,0,0,1,1,0
10,794.25,0,0,0,0,0,0,0,1,1
37,695.05,0,1,0,0,1,1,0,1,0
2,160.8,0,0,0,0,0,1,0,0,1
55,5552.05,0,1,0,1,0,0,1,1,0
33,3275.15,0,0,0,1,0,0,1,1,0
46,4236.6,0,1,0,1,0,0,0,0,0
1,54.5,0,0,0,0,0,1,1,0,0
20,1174.35,1,0,0,0,0,0,0,1,1
9,741.7,0,0,0,1,0,1,0,1,1
32,3019.25,1,0,0,1,0,0,0,1,1
19,962.9,0,0,0,0,0,0,0,1,0
70,4759.75,0,0,1,0,0,0,1,0,1
61,1498.35,0,0,1,0,1,0,0,1,0
26,1233.15,0,0,0,0,0,1,0,0,0
45,4882.8,0,0,0,1,0,0,0,1,0
62,5411.65,0,0,1,1,0,0,0,1,0
1,19.65,0,0,0,0,1,0,0,0,1
3,148.05,0,0,0,0,0,0,0,0,0
41,3930.55,0,1,0,1,0,0,1,1,0
67,6895.5,0,0,1,1,0,0,0,0,0
1,84.65,0,0,0,1,0,0,0,1,1
71,6856.95,0,1,0,1,0,0,1,0,0
37,2658.8,0,1,0,0,0,0,1,0,0
60,3766.2,0,0,1,0,0,0,1,1,0
1,69.55,1,0,0,1,0,1,0,1,1
6,129.55,0,0,0,0,1,0,0,0,0
13,347.25,0,0,0,0,0,1,0,1,1
11,581.7,0,0,0,0,0,0,1,0,0
7,354.05,0,0,0,0,0,0,1,1,1
10,929.45,0,0,0,1,0,1,0,1,0
34,679.0,0,0,1,0,1,0,0,0,0
62,3846.75,0,0,1,0,0,0,1,1,0
64,4480.7,0,1,0,0,0,0,0,1,0
1,44.35,0,0,0,0,0,0,0,1,1
25,499.4,0,0,1,0,1,0,0,1,0
26,1553.2,0,1,0,0,0,0,0,1,0
10,219.5,0,1,0,0,1,0,0,1,0
53,5311.85,0,1,0,1,0,0,1,0,0
7,586.05,0,0,0,1,0,1,0,1,1
33,2576.8,0,0,0,1,0,0,0,1,0
71,6435.25,1,0,1,1,0,0,0,0,0
29,1993.25,0,0,0,1,0,1,0,1,0
24,1923.85,0,0,0,0,0,0,1,0,0
20,939.8,0,0,0,0,0,1,0,1,0
1,84.6,0,0,0,1,0,1,0,1,0
54,3092.65,0,0,0,0,0,0,0,1,1
5,415.55,1,0,0,1,0,0,0,1,1
72,5986.55,0,0,1,0,0,0,1,1,0
52,5487.0,0,0,1,1,0,1,1,1,0
9,651.5,0,0,0,1,0,1,0,0,0
1,45.4,0,0,0,0,0,0,0,1,0
1,73.65,1,0,0,1,0,1,0,1,1
33,2405.05,0,1,0,0,0,0,0,1,1
55,4458.15,0,0,0,1,0,1,0,1,1
69,6856.45,0,0,1,1,0,1,0,1,0
1,50.75,0,0,0,0,0,0,1,1,0
54,4735.2,0,0,1,0,0,0,1,0,0
33,682.15,0,1,0,0,1,0,0,1,0
45,4525.8,1,1,0,1,0,0,0,1,0
11,321.05,0,0,0,0,0,1,0,0,0
6,335.65,0,0,0,0,0,0,1,1,0
21,1424.4,0,0,0,0,0,0,1,0,0
65,1748.55,0,0,1,0,1,0,0,1,0
6,474.9,1,0,0,1,0,1,0,1,1
8,668.4,0,0,0,1,0,1,1,0,1
11,926.25,0,0,0,1,0,1,0,1,1
43,1077.95,0,0,1,0,1,0,0,0,0
49,2541.25,0,1,0,0,0,0,0,1,1
1,46.0,1,0,0,0,0,1,0,0,1
15,1156.1,1,0,0,1,0,1,0,1,1
60,3694.45,0,0,1,0,0,0,1,0,0
17,382.8,0,0,0,0,0,0,0,0,0
16,1167.8,1,0,0,1,0,0,0,1,1
35,746.75,0,1,0,0,1,0,0,0,0
44,3912.9,1,1,0,1,0,0,0,0,1
12,368.85,0,1,0,0,0,0,0,0,0
1,20.2,0,0,0,0,1,0,0,0,0
28,1654.7,0,1,0,0,0,1,1,1,0
70,1940.85,0,0,1,0,1,0,0,0,0
5,221.7,0,0,0,0,0,0,0,0,1
18,1794.65,0,0,0,1,0,0,0,0,0
70,5289.8,0,0,1,0,0,0,1,1,0
9,501.2,0,0,0,0,0,0,0,1,0
67,6140.85,1,0,1,1,0,0,1,1,0
1,48.45,0,0,0,0,0,0,1,1,0
18,309.25,0,0,1,0,1,0,0,0,0
4,201.1,0,0,0,0,0,0,0,0,1
71,6179.35,1,1,0,1,0,0,1,1,0
30,2838.7,0,0,0,1,0,1,1,1,1
1,55.7,0,0,0,0,0,0,1,0,0
55,4589.85,0,1,0,1,0,0,1,1,0
59,3735.45,0,0,0,0,0,1,0,1,0
1,70.15,0,0,0,1,0,0,0,1,1
7,477.55,0,0,0,1,0,0,0,1,0
45,2553.7,0,0,1,0,0,0,1,0,0
54,1342.15,0,1,0,0,1,0,0,1,0
51,1216.35,0,1,0,0,1,0,0,1,0
72,7578.05,1,1,0,1,0,0,0,0,0
44,2603.95,0,1,0,0,0,0,1,1,0
2,42.7,0,0,0,0,1,0,0,0,0
66,6056.9,0,1,0,1,0,0,0,1,0
68,2983.65,0,1,0,0,0,0,1,0,0
31,689.35,0,0,1,0,1,0,0,0,0
21,2025.1,1,0,0,1,0,0,0,1,0
21,1747.2,0,0,0,1,0,1,1,0,0
55,4657.95,0,0,1,0,0,0,1,1,0
9,296.1,0,0,0,0,0,0,0,1,1
71,8016.6,1,0,1,1,0,0,1,1,0
1,81.1,0,0,0,1,0,1,0,1,1
22,433.5,0,1,0,0,1,0,0,0,0
1,20.55,0,0,0,0,1,0,0,0,1
61,6428.4,0,0,1,1,0,1,0,1,1
67,5883.85,0,0,1,0,0,0,0,0,0
14,1043.8,1,0,0,1,0,1,1,0,0
59,6252.9,0,0,0,1,0,1,1,1,1
21,1857.25,1,0,0,1,0,0,0,0,0
4,146.4,0,0,0,0,0,0,1,0,0
3,240.45,0,0,0,1,0,1,0,1,1
70,1724.15,0,0,1,0,1,0,0,0,0
3,315.3,0,0,0,1,0,1,0,1,1
21,429.55,1,1,0,0,1,0,0,0,0
20,356.15,0,0,0,0,1,0,0,1,0
22,488.25,0,1,0,0,1,0,0,0,0
1,55.7,0,0,0,0,0,0,0,1,1
63,1298.7,0,0,1,0,1,0,0,1,0
70,1378.75,0,0,1,0,1,0,0,0,0
13,973.45,0,0,0,1,0,1,0,1,1
5,384.25,0,0,0,1,0,1,0,0,0
72,8543.25,0,0,1,1,0,0,1,1,0
13,389.95,0,0,0,0,0,1,0,1,0
61,5731.85,0,0,0,1,0,0,0,0,0
1,20.65,0,0,0,0,1,1,0,0,0
56,4275.75,1,0,0,1,0,0,0,1,0
4,84.5,0,0,0,0,1,0,0,0,0
35,1924.1,0,0,1,0,0,0,1,0,0
18,669.85,0,0,0,0,0,1,0,1,1
72,5784.3,0,0,1,0,0,0,0,0,0
49,5166.2,1,1,0,1,0,0,1,0,0
44,4060.55,0,0,0,1,0,0,1,1,0
3,267.4,1,0,0,1,0,0,0,1,1
37,3532.85,0,0,0,1,0,1,0,1,0
61,4914.8,0,1,0,0,0,1,0,1,0
70,5315.8,0,0,1,0,0,0,1,1,0
1,69.85,1,0,0,1,0,1,0,1,1
41,775.6,0,0,0,0,1,1,0,0,0
70,5445.95,0,1,0,0,0,0,1,0,0
1,53.55,0,0,0,0,0,0,0,1,1
51,1007.8,0,1,0,0,1,1,0,0,0
42,833.55,0,0,1,0,1,0,0,0,0
70,6579.05,0,0,1,1,0,0,1,0,1
48,1004.5,0,1,0,0,1,0,0,0,0
68,7856.0,0,0,1,1,0,1,1,1,1
48,1183.05,0,0,1,0,1,0,0,0,0
26,2169.75,1,0,0,1,0,1,0,0,1
11,896.9,0,0,0,1,0,0,0,1,1
1,19.3,0,0,0,0,1,0,0,1,1
27,501.35,0,1,0,0,1,0,0,0,0
46,4126.35,1,1,0,1,0,0,0,1,0
1,49.65,0,0,0,0,0,0,0,1,1
46,2460.15,0,0,1,0,0,0,0,0,1
25,477.6,0,0,0,0,1,0,0,1,0
4,370.65,0,0,0,1,0,1,0,1,1
13,265.75,0,0,1,0,1,0,0,0,0
31,2424.45,0,1,0,0,0,0,1,1,0
23,1849.95,0,0,0,1,0,1,0,1,0
2,61.05,0,0,0,0,1,0,0,0,0
65,1698.55,0,0,1,0,1,0,0,0,0
22,1910.6,1,0,0,1,0,0,0,1,1
55,998.1,0,1,0,0,1,0,0,0,0
9,890.6,0,0,0,1,0,0,0,1,1
7,529.5,0,0,0,1,0,0,0,1,1
35,1383.6,0,1,0,0,0,0,0,0,0
6,493.4,0,0,1,0,0,0,1,1,0
1,48.6,0,0,0,0,0,0,1,1,1
17,1207.0,0,0,0,1,0,1,0,1,0
10,563.5,0,0,0,0,0,0,0,0,0
15,864.55,0,1,0,0,0,0,0,0,0
40,2109.35,1,0,0,0,0,1,1,1,1
13,701.05,0,1,0,0,0,0,1,0,0
29,2265.25,0,0,0,1,0,0,0,1,1
3,220.6,0,0,0,1,0,1,0,1,1
58,5749.8,1,0,0,1,0,0,0,1,0
45,2796.45,0,1,0,0,0,0,1,1,0
72,5165.7,0,0,1,0,0,0,1,1,0
68,5696.6,0,1,0,1,0,0,1,1,0
1,20.2,0,0,0,0,1,0,0,1,1
38,2076.05,0,0,0,0,0,1,1,0,0
2,44.2,0,0,0,0,1,0,0,0,0
11,215.25,0,0,0,0,1,0,0,0,0
20,1859.5,1,1,0,1,0,0,0,1,0
72,7470.1,0,0,1,1,0,0,0,1,0
3,229.5,0,0,0,1,0,0,0,1,1
23,2470.1,0,0,0,1,0,0,0,1,1
40,2092.9,0,0,0,0,0,1,0,1,0
62,5629.55,1,0,0,1,0,0,0,1,0
22,469.85,0,0,0,0,1,1,0,1,0
11,733.95,0,0,0,0,0,0,1,0,0
7,485.25,1,0,0,1,0,1,0,1,0
13,1244.5,0,0,0,1,0,1,1,1,1
1,20.05,1,0,0,0,1,0,0,0,1
39,3994.45,0,0,0,1,0,1,0,1,1
3,78.25,0,0,0,0,0,0,0,0,0
58,1131.5,0,0,1,0,1,0,0,0,0
6,184.05,0,0,0,0,1,0,0,0,0
1,19.9,0,0,0,0,1,1,0,1,1
22,1178.75,0,0,0,0,0,0,0,1,0
14,667.7,0,0,0,0,0,1,0,0,1
64,5629.15,0,1,0,1,0,0,0,0,0
1,19.95,0,0,0,0,1,1,0,0,1
6,109.3,0,0,0,0,1,0,0,0,0
1,79.6,0,0,0,1,0,1,0,0,1
39,958.45,0,1,0,0,1,0,0,0,0
20,403.15,0,1,0,0,1,0,0,0,0
1,75.9,0,0,0,1,0,1,0,1,1
1,76.2,0,0,0,1,0,1,0,0,1
64,4392.5,0,1,0,0,0,0,1,1,0
1,19.25,0,0,0,0,1,0,0,0,1
46,3168.0,0,0,0,0,0,0,0,1,0
28,1096.6,1,1,0,0,0,1,0,1,0
33,669.45,0,0,0,0,1,0,0,0,0
39,2343.85,0,1,0,0,0,1,1,0,0
42,3588.4,0,0,0,1,0,1,0,1,1
1,48.6,0,0,0,0,0,1,0,1,0
7,522.95,0,0,0,1,0,1,0,1,1
70,7511.9,1,0,1,1,0,0,1,0,0
65,1725.0,0,0,1,0,1,0,0,1,0
1,49.75,0,0,0,0,0,1,1,0,0
18,1691.9,0,0,0,1,0,1,0,1,0
24,2248.05,0,0,0,1,0,1,0,1,0
63,4479.2,0,0,1,0,0,0,1,1,0
44,3471.1,0,1,0,0,0,0,0,1,0
4,63.0,0,0,0,0,1,1,0,1,0
1,70.25,0,0,0,1,0,1,0,1,1
37,3314.15,0,0,0,1,0,1,0,1,0
10,865.55,1,0,0,1,0,0,0,1,1
34,852.7,0,0,0,0,0,0,0,1,0
35,1930.9,0,1,0,0,0,0,1,0,0
4,91.4,0,0,0,0,1,1,0,0,0
39,3949.15,1,0,0,1,0,1,0,1,0
43,4304.0,1,1,0,1,0,0,0,1,0
17,409.9,0,0,0,0,1,0,0,0,1
61,1554.9,0,0,1,0,1,0,0,0,0
49,3472.05,0,1,0,0,0,1,1,0,0
4,117.8,0,1,0,0,1,0,0,0,0
64,3210.35,0,0,1,0,0,1,0,0,0
3,207.4,0,0,0,1,0,0,0,1,0
1,19.75,0,0,0,0,1,1,0,0,0
40,3132.75,0,1,0,1,0,1,0,0,0
1,60.0,0,0,0,0,0,1,1,1,1
8,649.65,0,0,0,1,0,1,0,1,1
1,20.85,1,0,0,0,1,0,0,1,1
34,2106.3,1,1,0,0,0,0,0,0,0
1,35.0,0,0,0,0,0,1,0,0,0
39,2011.4,0,0,0,0,0,1,0,1,1
58,6205.5,1,1,0,1,0,0,1,1,1
45,903.7,0,0,1,0,1,1,0,0,0
6,503.6,1,0,0,1,0,0,1,1,1
43,3882.3,0,1,0,1,0,0,1,1,0
41,879.8,0,0,1,0,1,0,0,1,0
5,383.65,0,0,0,1,0,1,0,1,0
72,4390.25,0,0,1,0,0,0,1,1,0
4,68.2,0,1,0,0,1,0,0,0,0
9,452.8,0,0,0,0,0,0,0,0,0
72,5329.0,1,0,1,0,0,0,0,1,0
33,1758.9,0,1,0,0,0,0,0,1,0
72,5737.6,0,0,1,1,0,0,1,0,0
22,1152.7,0,0,0,0,0,1,1,1,1
70,7674.55,0,1,0,1,0,1,0,1,1
21,2157.95,0,0,0,1,0,1,0,0,1
15,1219.85,0,0,0,1,0,1,0,0,0
29,2414.55,1,0,0,1,0,1,0,1,0
15,1155.6,0,0,0,0,0,0,0,0,0
71,7548.1,1,0,0,1,0,0,1,1,1
72,1809.35,1,0,1,0,1,0,0,0,0
19,1564.4,0,0,0,1,0,1,0,1,0
1,19.65,0,0,0,0,1,0,0,0,0
1,75.7,0,0,0,1,0,1,0,1,1
2,84.4,0,0,0,0,0,1,0,0,0
11,864.85,1,0,0,1,0,0,0,1,0
12,228.75,0,1,0,0,1,0,0,0,0
70,7752.05,0,0,1,1,0,1,0,1,0
20,1951.0,1,0,0,1,0,1,0,0,1
23,470.6,0,0,0,0,1,0,0,1,0
49,4060.9,1,0,1,0,0,0,1,0,0
4,384.5,0,0,0,1,0,1,0,1,1
32,3432.9,0,0,0,1,0,0,1,1,1
2,108.65,0,0,0,0,0,1,0,1,0
69,3952.65,1,0,1,0,0,0,1,0,0
6,463.05,0,0,0,1,0,0,0,1,1
24,494.05,0,0,1,0,1,0,0,1,0
32,3416.85,0,1,0,1,0,0,0,1,0
27,1498.65,0,0,1,0,0,0,1,0,0
27,2867.75,1,0,0,1,0,0,1,1,1
58,4807.35,0,0,0,1,0,0,0,0,0
1,71.35,0,0,0,1,0,0,0,1,1
18,471.35,0,0,1,0,1,0,0,1,0
47,1041.8,0,0,1,0,1,0,0,1,0
70,7689.8,0,0,1,1,0,1,0,1,0
13,1132.35,0,0,0,1,0,1,0,0,1
36,1815.0,0,0,0,0,0,0,1,0,0
67,1311.3,0,0,1,0,1,0,0,1,0
10,199.45,0,0,0,0,1,0,0,1,0
19,1637.3,1,0,0,1,0,1,1,1,0
71,1326.35,0,0,1,0,1,0,0,0,0
72,6376.55,0,0,1,0,0,0,1,1,0
48,935.9,0,0,1,0,1,0,0,0,0
1,20.05,0,0,0,0,1,0,0,0,0
18,1611.15,0,0,0,0,0,1,1,0,0
1,20.6,0,0,0,0,1,0,0,0,1
67,6989.7,1,0,1,1,0,0,0,0,0
69,2779.5,0,0,1,0,0,0,1,0,0
19,1931.75,0,0,0,1,0,1,0,1,1
72,8331.95,1,0,1,1,0,0,1,1,0
38,735.9,1,0,1,0,1,0,0,0,0
40,2283.3,1,1,0,0,0,1,0,0,0
61,1445.2,0,0,1,0,1,0,0,1,0
10,818.05,0,0,0,1,0,0,0,1,1
32,2333.05,0,1,0,0,0,0,1,1,0
21,1992.55,0,0,0,1,0,0,0,1,0
59,5890.0,1,1,0,1,0,1,0,1,0
13,916.75,1,0,0,1,0,1,0,1,1
47,1029.8,0,0,1,0,1,0,0,0,0
69,1796.55,0,0,1,0,1,0,0,1,0
2,33.7,0,0,0,0,1,0,0,1,0
22,454.05,0,0,0,0,1,0,0,0,0
15,1392.25,1,0,0,1,0,1,1,1,0
53,1049.6,0,0,1,0,1,0,0,0,0
28,734.6,1,0,0,0,1,0,0,0,0
22,475.1,0,1,0,0,1,0,0,0,0
1,70.15,0,0,0,1,0,0,0,1,1
16,1540.05,1,0,0,1,0,1,0,1,0
48,1978.65,0,0,1,0,0,0,1,0,0
30,3181.8,1,0,0,1,0,0,1,1,0
3,229.7,0,0,0,1,0,1,0,1,0
57,5625.55,1,0,1,1,0,1,1,0,0
68,6581.9,1,1,0,1,0,0,1,1,1
23,1347.15,0,1,0,0,0,0,0,0,0
65,3808.2,0,0,1,0,0,0,0,1,0
44,3974.15,0,1,0,1,0,0,0,1,0
71,7661.8,0,0,1,1,0,0,1,1,0
37,2479.25,0,1,0,0,0,0,1,0,0
12,266.6,0,0,0,0,1,0,0,0,0
69,5601.4,0,0,1,0,0,0,0,1,0
35,1982.6,0,0,0,0,0,1,1,0,0
5,339.9,0,0,0,0,0,0,0,1,0
58,4828.05,0,0,1,1,0,0,0,0,0
72,5980.55,0,0,1,0,0,0,1,1,0
72,4808.7,0,0,1,0,0,0,1,0,0
1,20.3,0,0,0,0,1,0,0,0,0
39,3692.85,0,1,0,1,0,1,1,1,1
53,1068.15,0,1,0,0,1,0,0,0,0
27,2383.6,0,0,0,1,0,1,0,1,0
1,69.65,1,0,0,1,0,1,0,1,1
1,89.3,1,0,0,1,0,1,0,1,1
18,1438.05,0,0,0,1,0,1,1,0,0
46,917.45,0,0,1,0,1,0,0,1,0
72,6096.45,0,0,1,0,0,0,1,1,0
36,3078.1,0,0,0,1,0,1,0,1,1
4,99.95,0,0,0,0,0,1,0,1,0
25,475.2,0,0,1,0,1,0,0,0,0
40,2036.55,0,0,0,0,0,1,0,1,0
63,6444.05,0,0,0,1,0,1,0,1,0
15,1426.75,1,0,0,1,0,0,1,1,1
14,767.55,0,0,0,0,0,0,0,1,0
72,7932.5,1,0,1,1,0,0,0,1,0
39,4040.65,0,0,0,1,0,1,1,1,0
47,2768.65,0,0,1,0,0,0,1,1,0
19,1672.35,0,0,0,1,0,0,1,1,0
5,474.8,0,0,0,1,0,1,0,1,1
13,446.1,0,0,0,0,0,1,0,1,1
17,1345.65,0,0,0,1,0,0,0,0,0
34,2425.4,1,0,0,1,0,1,0,1,0
42,2077.95,0,0,0,0,0,1,0,1,0
5,416.3,0,0,0,1,0,1,0,1,1
71,1663.5,0,0,1,0,1,0,0,0,0
19,1286.05,1,0,0,0,0,0,1,0,0
2,35.85,0,0,0,0,1,1,0,1,1
57,1094.35,0,0,1,0,1,0,0,0,0
72,7719.5,0,0,1,1,0,1,0,1,0
6,514.6,0,0,0,1,0,0,0,1,0
17,1451.6,0,0,0,1,0,1,0,1,1
61,4932.5,0,0,1,0,0,0,0,0,0
1,71.0,0,0,0,1,0,1,0,1,1
48,5443.65,0,0,1,1,0,0,1,0,0
16,330.25,0,0,0,0,1,0,0,1,0
9,746.5,1,0,0,1,0,1,0,1,1
3,122.7,0,0,0,0,0,1,0,0,0
1,44.4,0,0,0,0,0,1,0,1,1
65,6631.85,0,0,1,1,0,0,0,0,0
70,8250.0,0,0,1,1,0,0,1,1,0
60,3561.15,0,1,0,0,0,0,1,1,0
69,1763.55,0,1,0,0,1,1,0,1,0
35,2419.0,1,0,0,1,0,1,0,0,0
22,470.2,0,0,0,0,1,0,0,1,0
66,5234.95,0,0,1,0,0,0,0,0,0
1,70.3,1,0,0,1,0,1,0,1,1
1,79.35,0,0,0,1,0,0,0,1,1
34,3097.0,0,0,0,1,0,0,0,1,0
72,1709.1,0,0,1,0,1,0,0,0,0
31,1848.8,0,1,0,0,0,1,1,0,0
30,723.3,0,1,0,0,1,0,0,0,0
9,809.75,0,0,0,1,0,0,0,1,1
20,1470.95,0,0,0,1,0,1,0,1,1
19,577.15,1,0,0,0,0,0,0,1,0
65,6914.95,0,0,0,1,0,1,1,1,0
30,602.9,0,0,1,0,1,0,0,0,0
6,124.4,0,1,0,0,1,0,0,0,0
2,96.8,0,0,0,0,0,1,0,0,0
53,3827.9,0,0,0,0,0,1,1,0,0
7,533.05,1,0,0,1,0,1,0,1,0
61,2961.4,0,1,0,0,0,0,1,1,0
70,3264.45,1,1,0,0,0,1,0,1,1
13,995.35,0,0,0,0,0,1,1,1,0
35,2815.25,1,1,0,1,0,0,0,1,0
2,154.8,0,0,0,1,0,0,0,1,0
3,246.3,0,0,0,1,0,1,0,1,1
3,257.6,0,0,0,1,0,1,0,0,0
62,5757.2,0,1,0,1,0,0,0,1,0
72,7517.7,0,0,1,1,0,0,1,0,0
63,1234.8,0,0,1,0,1,0,0,1,0
20,1389.2,1,0,0,1,0,0,0,0,1
35,3836.3,1,1,0,1,0,0,1,1,0
21,1474.75,1,0,0,1,0,1,0,1,1
62,6001.45,0,1,0,1,0,1,1,0,0
15,720.1,0,0,0,0,0,0,0,1,0
55,2832.75,0,0,0,0,0,0,1,1,0
11,472.25,0,0,0,0,0,0,0,1,0
17,1460.65,0,0,0,1,0,1,0,0,1
61,1336.35,0,1,0,0,1,0,0,0,0
71,6388.65,0,0,1,0,0,0,1,0,0
2,153.05,0,0,0,1,0,0,0,0,1
35,677.9,0,0,1,0,1,0,0,0,0
17,1165.6,0,0,0,1,0,0,0,0,0
21,2119.5,0,0,0,1,0,1,0,1,1
47,921.55,0,0,1,0,1,0,0,0,0
3,72.0,0,0,0,0,1,0,0,0,0
3,68.35,0,0,0,0,1,0,0,1,0
44,847.25,1,0,1,0,1,0,0,1,0
1,44.0,0,0,0,0,0,0,0,1,0
44,4295.35,0,1,0,1,0,1,0,0,0
5,135.0,0,0,0,0,1,0,0,1,1
24,1400.55,0,0,0,0,0,0,1,1,1
1,69.65,0,0,0,1,0,1,0,1,1
18,1380.4,0,0,0,1,0,1,1,1,0
10,1060.2,0,0,0,1,0,1,0,1,1
65,4386.2,0,0,1,0,0,0,1,0,0
1,86.0,1,0,0,1,0,1,0,1,1
53,5785.5,0,1,0,1,0,0,1,1,1
3,52.05,0,1,0,0,1,0,0,0,0
33,2018.4,0,0,1,0,0,0,1,1,0
3,79.45,0,0,0,0,0,1,0,1,1
34,2727.3,0,1,0,0,0,0,1,1,0
14,263.65,0,0,1,0,1,0,0,1,0
13,275.4,0,0,0,0,1,0,0,1,0
46,2816.65,1,1,0,0,0,0,0,1,1
23,538.5,0,1,0,0,1,0,0,0,0
47,948.9,0,0,1,0,1,0,0,0,0
17,846.8,0,0,0,0,0,0,1,1,0
49,4783.5,0,0,0,1,0,1,0,1,1
59,2997.45,1,0,0,0,0,1,0,1,0
69,5897.4,0,0,1,0,0,0,1,1,0
11,470.6,0,1,0,0,0,1,0,1,1
10,524.5,0,0,0,0,0,0,1,1,0
12,269.65,0,0,1,0,1,0,0,1,0
45,4740.0,0,0,0,1,0,0,0,1,1
39,2341.5,0,0,0,0,0,0,0,1,0
71,1789.65,1,0,1,0,1,0,0,0,0
71,1626.4,0,0,1,0,1,0,0,0,0
33,800.3,0,1,0,0,1,0,0,0,0
67,5060.85,1,0,0,1,0,0,0,1,0
37,1448.8,0,0,0,0,0,0,1,0,1
49,4254.85,0,0,0,1,0,1,0,0,1
9,466.6,0,0,0,0,0,0,0,0,0
52,4627.8,0,0,1,1,0,0,1,1,0
70,6838.6,0,1,0,1,0,1,0,0,0
1,85.0,0,0,0,1,0,1,0,1,0
14,1101.85,1,0,0,1,0,1,0,1,1
1,44.3,0,0,0,0,0,0,0,1,0
1,20.2,0,0,0,0,1,0,0,0,1
52,4297.6,0,1,0,1,0,0,0,1,0
6,414.1,0,0,0,0,0,0,0,0,0
7,256.6,0,0,0,0,0,0,1,0,0
47,3969.35,1,0,0,1,0,0,0,1,1
26,2274.1,0,1,0,1,0,0,1,1,0
25,1296.8,0,0,0,0,0,1,1,0,0
69,1268.85,0,0,1,0,1,0,0,1,0
72,8192.6,0,0,1,1,0,0,1,1,0
4,59.25,0,0,0,0,1,0,0,1,0
59,1147.85,0,0,1,0,1,0,0,0,0
67,4361.55,0,0,1,0,0,0,1,0,0
26,2006.1,1,0,0,1,0,1,0,1,0
27,2078.95,0,1,0,0,0,0,0,0,0
72,7609.75,0,0,1,1,0,0,1,0,0
6,487.05,0,0,0,1,0,1,0,1,0
62,1218.45,0,0,1,0,1,0,0,0,0
20,1416.2,0,1,0,0,0,1,0,1,0
6,483.3,0,0,0,0,0,0,1,0,0
51,1234.6,0,0,1,0,1,0,0,0,0
61,1311.6,0,0,1,0,1,0,0,0,0
62,5618.3,1,0,0,1,0,1,1,1,0
72,6185.15,0,0,1,1,0,0,1,1,0
13,1237.85,1,0,0,1,0,1,0,1,1
5,498.1,0,0,0,1,0,1,0,1,1
3,294.45,1,0,0,1,0,1,0,1,1
26,2381.55,1,0,0,1,0,1,0,1,1
13,788.35,1,0,0,0,0,1,0,1,0
38,756.4,0,0,1,0,1,0,0,1,0
8,613.4,1,0,0,1,0,1,0,1,1
34,3625.2,1,0,0,1,0,1,0,1,0
18,550.35,0,0,0,0,0,0,1,0,0
56,4793.8,0,1,0,1,0,0,0,1,0
36,1267.2,0,0,0,0,0,0,0,1,0
9,442.2,0,0,0,0,0,1,0,1,1
1,84.85,0,0,0,1,0,1,0,1,1
12,654.85,0,0,0,0,0,0,1,0,1
57,5567.45,1,0,0,1,0,0,0,1,0
42,3160.55,0,1,0,0,0,0,1,0,1
33,740.3,0,0,1,0,1,0,0,1,1
70,5706.2,0,0,1,1,0,0,1,0,0
68,3085.35,0,0,0,0,0,1,0,0,0
1,24.7,0,0,0,0,0,1,0,1,0
37,3541.4,0,0,0,1,0,0,0,0,0
4,84.2,0,0,0,0,1,0,0,1,0
1,50.7,0,0,0,0,0,0,1,1,0
20,1165.55,0,0,0,0,0,0,1,1,0
72,4855.35,0,0,1,0,0,0,1,0,0
31,2806.9,0,0,0,1,0,1,0,1,1
18,1422.65,1,0,0,1,0,1,0,0,1
11,608.15,0,0,0,0,0,0,0,1,0
33,641.35,0,0,1,0,1,0,0,0,0
62,4959.15,1,1,0,1,0,1,0,0,0
1,35.9,0,0,0,0,0,0,0,0,0
16,1321.3,0,0,0,1,0,0,1,0,0
22,1663.75,0,1,0,0,0,0,0,1,0
